Cidade,Estado,Longitude,Latitude 
Flor da Serra do Sul,PR,-26.260222,-53.304913
Flor do Sertão,SC,-26.781143,-53.3505221
Flora Rica,SP,-21.672738,-51.382107
Floraí,PR,-23.317808,-52.302884999999996
Floreal,SP,-20.675193,-50.151282
Flores,PE,0.0,0.0
Flores da Cunha,RS,-29.030129,-51.1833349
Flores de Goiás,GO,-14.4451149,-47.0416941
Flores do Piauí,PI,-7.787930999999999,-42.91800900000001
Floresta,PR,0.0,0.0
Floresta,PE,0.0,0.0
Floresta Azul,BA,-14.862934,-39.657877
Floresta do Araguaia,PA,-7.553346,-49.712495000000004
Floresta do Piauí,PI,-7.466821,-41.788328
Florestal,MG,-19.888889000000002,-44.4325
Florestópolis,PR,-22.862263000000002,-51.388157
Floriano,PI,0.0,0.0
Floriano Peixoto,RS,-27.861390999999998,-52.083775
Florianópolis,SC,-27.5958016,-48.542915
Florânia,RN,-6.1226449999999994,-36.822624
Florínia,SP,-22.902483,-50.732976
Flórida,PR,-23.084703,-51.954559
Flórida Paulista,SP,-21.612710999999997,-51.172445
Fonte Boa,AM,-2.5147464,-66.0948424
Fontoura Xavier,RS,-28.981655,-52.344454999999996
Formiga,MG,-20.464167,-45.426111
Formigueiro,RS,-30.003518,-53.495928
Formosa,GO,-15.539990900000001,-47.33699910000001
Formosa da Serra Negra,MA,-6.4401730000000015,-46.191583
Formosa do Oeste,PR,-24.295097,-53.31137800000001
Formosa do Rio Preto,BA,-11.032812,-45.19298
Formosa do Sul,SC,-26.645272,-52.794636
Formoso,MG,-13.6499059,-48.87754810000001
Formoso,GO,-13.6499059,-48.87754810000001
Formoso do Araguaia,TO,-11.797573,-49.531571
Forquetinha,RS,-29.389637,-52.09475910000001
Forquilha,CE,-3.7994470000000002,-40.263405
Forquilhinha,SC,-28.745359000000004,-49.478466
Fortaleza,CE,-3.73045122,-38.52179892
Fortaleza de Minas,MG,-20.849166,-46.712222
Fortaleza do Tabocão,TO,-9.056106,-48.520563
Fortaleza dos Nogueiras,MA,-6.959826,-46.174893
Fortaleza dos Valos,RS,-28.798596000000003,-53.224906000000004
Fortim,CE,-4.451256,-37.798056
Fortuna,MA,-5.727921,-44.156496000000004
Fortuna de Minas,MG,-19.560833,-44.446666
Foz do Iguaçu,PR,-25.535255499999998,-54.5818917
Foz do Jordão,PR,-25.641588,-52.102864000000004
Fraiburgo,SC,-27.023288,-50.919978
Franca,SP,-20.5352,-47.4039
Francinópolis,PI,-6.393341,-42.259062
Francisco Alves,PR,-24.066725,-53.846123999999996
Francisco Ayres,PI,-6.6260639999999995,-42.688148999999996
Francisco Badaró,MG,-16.9925,-42.351667
Francisco Beltrão,PR,-26.081677,-53.053466
Francisco Dantas,RN,-6.072339,-38.121209
Francisco Dumont,MG,-17.313333,-44.234165999999995
Francisco Macedo,PI,-7.317882000000001,-40.763596
Francisco Morato,SP,-23.2818,-46.7453
Francisco Santos,PI,-6.994914,-41.12878900000001
Francisco Sá,MG,-16.476111,-43.488611
Franciscópolis,MG,0.0,0.0
Franco da Rocha,SP,-23.3217,-46.7271
Frecheirinha,CE,-3.755572,-40.818019
Frederico Westphalen,RS,-27.358651799999997,-53.39581460000001
Frei Gaspar,MG,-18.065556,-41.429445
Frei Inocêncio,MG,-18.564722,-41.906944
Frei Lagonegro,MG,-18.1675,-42.7658
Frei Martinho,PB,-6.39759,-36.452628000000004
Frei Miguelinho,PE,-7.9391789999999975,-35.91128300000001
Frei Paulo,SE,-10.551292,-37.527934
Frei Rogério,SC,-27.175021,-50.80762100000001
Fronteira,MG,-20.286111,-49.202778
Fronteira dos Vales,MG,-16.891389,-40.924445
Fronteiras,PI,-7.081727000000001,-40.614601
Fruta de Leite,MG,-16.1169,-42.5278
Frutal,MG,-20.024723,-48.940554999999996
Frutuoso Gomes,RN,-6.156686,-37.837493
Fundão,ES,-19.9319,-40.4034
Funilândia,MG,-19.366945,-44.056944
Fátima,TO,0.0,0.0
Fátima,BA,0.0,0.0
Fátima do Sul,MS,-22.378923999999998,-54.513068999999994
Fênix,PR,-23.913547,-51.980522
Gabriel Monteiro,SP,-21.529410000000002,-50.557321
Gado Bravo,PB,-7.5827860000000005,-35.789887
Galiléia,MG,-19.000556,-41.538610999999996
Galinhos,RN,-5.0923928,-36.27448270000001
Galvão,SC,-26.454934,-52.687528
Gameleira,PE,0.0,0.0
Gameleira de Goiás,GO,-16.4853739,-48.64541
Gameleiras,MG,-15.0828,-43.1236
Gandu,BA,-13.744101,-39.474651
Garanhuns,PE,-8.8822,-36.4969
Gararu,SE,-9.972202000000001,-37.086921000000004
Garibaldi,RS,-29.256225300000004,-51.5269167
Garopaba,SC,-28.024238899999997,-48.61843
Garrafão do Norte,PA,-1.929858,-47.050499
Garruchos,RS,-28.194414000000002,-55.638284
Garuva,SC,-26.029185000000002,-48.852026
Garça,SP,-22.212516,-49.65459600000001
Gaspar,SC,-26.9312233,-48.955074700000004
Gastão Vidigal,SP,-20.794776000000002,-50.191183
Gaurama,RS,-27.585587,-52.091529
Gavião,BA,0.0,0.0
Gavião Peixoto,SP,-21.836658,-48.49566
Gaúcha do Norte,MT,-13.244284,-53.080914
Geminiano,PI,-7.154758999999999,-41.340879
General Carneiro,MT,0.0,0.0
General Carneiro,PR,0.0,0.0
General Câmara,RS,-29.903173,-51.761178
General Maynard,SE,-10.686712599999998,-36.9895542
General Salgado,SP,-20.648457999999998,-50.36397
General Sampaio,CE,-4.043507,-39.453958
Gentil,RS,-28.431641,-52.033695
Gentio do Ouro,BA,-11.434233,-42.507652
Getulina,SP,-21.796117000000002,-49.931205
Getúlio Vargas,RS,-27.891092999999998,-52.229357
Gilbués,PI,-9.830941000000001,-45.29235300000001
Girau do Ponciano,AL,-9.884041,-36.831592
Giruá,RS,-28.029664,-54.35168
Glaucilândia,MG,-16.8497,-43.6972
Glicério,SP,0.0,0.0
Glorinha,RS,-29.879797999999997,-50.773363
Glória,BA,0.0,0.0
Glória D'Oeste,MT,0.0,0.0
Glória de Dourados,MS,-22.413628,-54.233502
Glória do Goitá,PE,-8.005675,-35.29044000000001
Godofredo Viana,MA,-1.4129183,-45.772547700000004
Godoy Moreira,PR,-24.17298,-51.924636
Goiabeira,MG,-18.9828,-41.2225
Goiana,PE,-7.560602999999999,-34.995909999999995
Goiandira,GO,-18.1357087,-48.0866307
Goianinha,RN,-6.2663538,-35.209244700000006
Goianira,GO,-16.494746,-49.426998
Goianorte,TO,-8.774125999999999,-48.931290999999995
Goianá,MG,-21.5375,-43.2014
Goianápolis,GO,-16.5097679,-49.023435
Goianésia,GO,-15.3118269,-49.1162001
Goianésia do Pará,PA,-3.8449614999999997,-49.1004514
Goiatins,TO,-7.71478,-47.325189
Goiatuba,GO,-18.015683199999998,-49.3642495
Goioerê,PR,-24.183481,-53.02484200000001
Goioxim,PR,-25.192652,-51.991091
Goiás,GO,-15.9333049,-50.1399631
Goiânia,GO,-16.6801564,-49.2566208
Gongogi,BA,-14.319481,-39.46899000000001
Gonzaga,MG,0.0,0.0
Gonçalves,MG,-22.658883,-45.8558405
Gonçalves Dias,MA,-5.147501,-44.301351000000004
Gouveia,MG,-18.454722,-43.741665999999995
Gouvelândia,GO,-18.4425949,-50.1365172
Governador Archer,MA,-5.020778,-44.275412
Governador Celso Ramos,SC,-27.317161,-48.557608
Governador Dix-Sept Rosado,RN,-5.4576861,-37.5209141
Governador Edison Lobão,MA,-5.749727,-47.364593
Governador Eugênio Barros,MA,-5.3189730000000015,-44.246901
Governador Jorge Teixeira,RO,-10.526809,-62.645552
Governador Lindenberg,ES,-19.265,-40.5568
Governador Luiz Rocha,MA,-5.478353,-44.077433
Governador Mangabeira,BA,-12.599414999999999,-39.041207
Governador Newton Bello,MA,-3.4324470000000002,-45.661939000000004
Governador Nunes Freire,MA,-2.1303959,-45.89004979999999
Governador Valadares,MG,-18.8534,-41945.0
Gracho Cardoso,SE,-10.2242976,-37.1970695
Grajaú,MA,0.0,0.0
Gramado,RS,-29.373351,-50.876164
Gramado Xavier,RS,-29.270571,-52.579491000000004
Gramado dos Loureiros,RS,-27.442895,-52.914861
Grandes Rios,PR,-24.146606,-51.50937800000001
Granito,PE,-7.704972,-39.612913
Granja,CE,-3.127879,-40.837205
Granjeiro,CE,-6.873862,-39.21439
Gravatal,SC,-28.320763,-49.042683000000004
Gravataí,RS,-29.939324,-51.01447520000001
Gravatá,PE,-8.2026828,-35.56798579999999
Graça,CE,-4.044215,-40.749026
Graça Aranha,MA,0.0,0.0
Groaíras,CE,-3.917868,-40.385225
Grossos,RN,-4.98068,-37.162079999999996
Grupiara,MG,-18.492777,-47.7225
Grão Mogol,MG,-16.566111,-42.893333
Grão Pará,SC,-28.185693699999998,-49.2163956
Guabiju,RS,-28.542083,-51.694829999999996
Guabiruba,SC,-27.080810999999997,-48.980445
Guadalupe,PI,-6.7828479999999995,-43.559441
Guaimbê,SP,-21.909072000000002,-49.89861
Guairaçá,PR,-22.931978,-52.690625
Guaiçara,SP,-21.619537,-49.801287
Guaiúba,CE,-4.040571,-38.640372
Guajará,AM,-7.5379710000000015,-72.590713
Guajará-Mirim,RO,-10.788927000000001,-65.329566
Guajeru,BA,-14.546679999999999,-41.938064000000004
Guamaré,RN,-5.107581,-36.3195471
Guamiranga,PR,-25.191167,-50.802109
Guanambi,BA,-14.223066000000001,-42.779942999999996
Guanhães,MG,-18.775278,-42.933056
Guapiara,SP,-24.18921,-48.529548999999996
Guapiaçu,SP,-20.795885000000002,-49.217201
Guapimirim,RJ,-22.526630800000003,-42.979068700000006
Guapirama,PR,-23.52035,-50.040699
Guaporema,PR,-23.340218,-52.778605000000006
Guaporé,RS,-28.84747,-51.890772
Guapé,MG,-20.761944,-45.9175
Guapó,GO,-16.8308602,-49.5343721
Guarabira,PB,-6.850636,-35.484986
Guaraci,PR,0.0,0.0
Guaraci,SP,0.0,0.0
Guaraciaba,MG,0.0,0.0
Guaraciaba,SC,-26.604198999999998,-53.524317
Guaraciaba do Norte,CE,-4.158136,-40.747588
Guaraciama,MG,-17.0144,-43.6717
Guaramiranga,CE,-4.262477,-38.932044
Guaramirim,SC,-26.468753000000003,-49.002628
Guarani,MG,0.0,0.0
Guarani d'Oeste,SP,0.0,0.0
Guarani das Missões,RS,-28.149116999999997,-54.562937
Guarani de Goiás,GO,-13.942140900000002,-46.4867842
Guaraniaçu,PR,-25.096822,-52.875531
Guarantã,SP,-21.894195,-49.591351
Guarantã do Norte,MT,-9.962297999999999,-54.90662
Guaranésia,MG,-21.299166,-46.802222
Guarapari,ES,-20.6592,-40.4858
Guarapuava,PR,-25.3889,-51.4612
Guaraqueçaba,PR,-25.2983566,-48.3290185
Guararapes,SP,-21.254431,-50.645338
Guararema,SP,0.0,0.0
Guarará,MG,-21.731945,-43.037777
Guaratinga,BA,-16.583276,-39.784713
Guaratinguetá,SP,-22.8057872,-45.1908947
Guaratuba,PR,-25.882700600000003,-48.577726299999995
Guaraçaí,SP,-21.029173,-51.211853999999995
Guaraí,TO,0.0,0.0
Guaraíta,GO,-15.631809400000002,-50.0288807
Guarda-Mor,MG,-17.770278,-47.1
Guareí,SP,-23.371358999999998,-48.183715
Guariba,SP,-21.359379999999998,-48.23158
Guaribas,PI,-9.386465,-43.694340999999994
Guarinos,GO,-14.7292149,-49.7006091
Guarujá,SP,-23.9927768,-46.25583320000001
Guarujá do Sul,SC,-26.385813,-53.529575
Guarulhos,SP,-23.4629,-46.5334
Guará,SP,0.0,0.0
Guatambú,SC,-27.134102000000002,-52.78865
Guatapará,SP,0.0,0.0
Guaxupé,MG,-21.307414399999995,-46.7167321
Guaçuí,ES,-20.7727,-41.6751
Guaíba,RS,-30.108591999999998,-51.323314
Guaíra,SP,0.0,0.0
Guaíra,PR,0.0,0.0
Guia Lopes da Laguna,MS,-21.458318,-56.111711
Guidoval,MG,-21.151667,-42.79638900000001
Guimarânia,MG,-18.843889,-46.792777
Guimarães,MA,-2.127551,-44.60199
Guiratinga,MT,-16.345979,-53.757490000000004
Guiricema,MG,-21.0075,-42.718056
Gurinhatã,MG,-19.213611,-49.786111
Gurinhém,PB,-7.1233,-35.422198
Gurjão,PB,-7.248332,-36.492288
Gurupi,TO,-11.72794,-49.068046
Gurupá,PA,-1.414123,-51.633841
Guzolândia,SP,-20.646679000000002,-50.664505
Gália,SP,-22.291846,-49.550356
Harmonia,RS,-29.549989,-51.422308
Heitoraí,GO,-15.7189859,-49.826826000000004
Heliodora,MG,-22.0675,-45.542221999999995
Heliópolis,BA,-10.682539,-38.290664
Herculândia,SP,-22.003802,-50.390734
Herval,RS,-32.023984999999996,-53.394362
Herval d'Oeste,SC,-27.1751826,-51.4964007
Herveiras,RS,-29.455239000000002,-52.655314000000004
Hidrolina,GO,-14.7261029,-49.46340410000001
Hidrolândia,CE,0.0,0.0
Hidrolândia,GO,-16.9671342,-49.22826
Holambra,SP,-22.640513000000002,-47.048694
Honório Serpa,PR,-26.139021,-52.384839
Horizonte,CE,0.0,0.0
Horizontina,RS,-27.628238,-54.305336
Hortolândia,SP,-22.85833,-47.22
Hugo Napoleão,PI,-5.988597,-42.559754999999996
Hulha Negra,RS,-31.406721,-53.866702000000004
Humaitá,RS,-27.5660564,-53.9719817
Humaitá,AM,0.0,0.0
Humberto de Campos,MA,-2.5982819999999998,-43.464877
Iacanga,SP,-21.889646,-49.030959
Iaciara,GO,-14.101100899999999,-46.633452
Iacri,SP,-21.857198999999998,-50.69315200000001
Iapu,MG,-19.436389000000002,-42.217223
Iaras,SP,-22.868199,-49.163377000000004
Iati,PE,-9.045586,-36.849763
Iaçu,BA,-12.766637,-40.205609
Ibaiti,PR,-23.847822,-50.193208
Ibarama,RS,-29.420321,-53.129493000000004
Ibaretama,CE,-4.803764,-38.750085
Ibateguara,AL,-8.978232,-35.937325
Ibatiba,ES,-20.2657,-41.5994
Ibaté,SP,-21.9550615,-47.9938979
Ibema,PR,-25.111335,-53.014616000000004
Ibertioga,MG,-21.431110999999998,-43.966111
Ibiam,SC,-27.184658000000002,-51.235154
Ibiapina,CE,-3.924025,-40.891147
Ibiara,PB,-7.4795669999999985,-38.405918
Ibiassucê,BA,-14.271126,-42.257026
Ibiaçá,RS,-28.056556,-51.859851
Ibiaí,MG,-16.861110999999998,-44.91388900000001
Ibicaraí,BA,-14.857876999999998,-39.591434
Ibicaré,SC,-27.088140999999997,-51.368101
Ibicoara,BA,-13.405918,-41.283989
Ibicuitinga,CE,-4.969993,-38.636249
Ibicuí,BA,0.0,0.0
Ibimirim,PE,-8.54026,-37.703214
Ibipeba,BA,-11.643775,-42.01951500000001
Ibipitanga,BA,-12.880435,-42.485568
Ibiporã,PR,-23.265941,-51.052243
Ibiquera,BA,-12.644354,-40.933774
Ibiracatu,MG,-15.6656,-44.1686
Ibiraci,MG,-20.461944,-47.122223
Ibiraiaras,RS,-28.374095,-51.63767
Ibirajuba,PE,-8.576331,-36.181151
Ibirama,SC,-27.0543489,-49.5173119
Ibirapitanga,BA,-14.164898,-39.378737
Ibirapuitã,RS,-28.624707,-52.515795999999995
Ibirapuã,BA,-17.683151000000006,-40.112907
Ibirarema,SP,-22.818537,-50.073901
Ibirataia,BA,-14.064316,-39.645934999999994
Ibiraçu,ES,-19.8592,-40.4458
Ibirité,MG,-20.021667,-44.058889
Ibirubá,RS,-28.630160999999998,-53.096123999999996
Ibirá,SP,-21.083032,-49.244833
Ibitiara,BA,-12.650181,-42.21794600000001
Ibitinga,SP,-21.75623,-48.831903000000004
Ibitirama,ES,-20.5394,-41.6647
Ibititá,BA,-11.541426,-41.97481
Ibitiúra de Minas,MG,0.0,0.0
Ibituruna,MG,-21.152222000000002,-44.7475
Ibiá,MG,-19.478334,-46.538610999999996
Ibiúna,SP,-23.65961,-47.223037
Ibotirama,BA,-12.177876,-43.21669
Icapuí,CE,-4.7155116999999995,-37.3545429
Icaraí de Minas,MG,0.0,0.0
Icaraíma,PR,-23.394354,-53.61497900000001
Icatu,MA,0.0,0.0
Ichu,BA,-11.743065,-39.190523
Iconha,ES,-20.7935,-40.8109
Icém,SP,-20.339067,-49.191546
Icó,CE,0.0,0.0
Ielmo Marinho,RN,-5.8244690000000015,-35.54995200000001
Iepê,SP,-22.660165,-51.077881
Igaci,AL,-9.563164800000001,-36.6785896
Igaporã,BA,-13.774025,-42.715508
Igaracy,PB,-7.1718399999999995,-38.147760999999996
Igarapava,SP,-20.038332999999998,-47.746944
Igarapé,MG,-20.070556,-44.301667
Igarapé Grande,MA,-4.6625,-44.855833000000004
Igarapé do Meio,MA,-3.657714,-45.211372
Igarapé-Açu,PA,-1.136139,-47.617409
Igarapé-Miri,PA,-1.975326,-48.957453
Igarassu,PE,-7.8288100000000025,-34.901306
Igaratinga,MG,-19.955278,-44.709167
Igaratá,SP,-23.2043753,-46.1563348
Igaraçu do Tietê,SP,-22.509044,-48.559672
Igrapiúna,BA,-13.829543,-39.136129
Igreja Nova,AL,0.0,0.0
Igrejinha,RS,-29.569318,-50.791894
Iguaba Grande,RJ,-22.8387262,-42.2287256
Iguape,SP,0.0,0.0
Iguaraci,PE,-7.8322210000000005,-37.508199
Iguaraçu,PR,-23.194896,-51.825552
Iguatama,MG,-20.174445000000002,-45.711110999999995
Iguatemi,MS,0.0,0.0
Iguatu,PR,0.0,0.0
Iguatu,CE,0.0,0.0
Iguaí,BA,-14.752754000000001,-40.089417
Ijaci,MG,-21.170278,-44.92527800000001
Ijuí,RS,-28.388047999999998,-53.919959999999996
Ilha Comprida,SP,0.0,0.0
Ilha Grande,PI,-2.8577369999999997,-41.81858
Ilha Solteira,SP,-20.432629000000002,-51.34255200000001
Ilha das Flores,SE,-10.4521519,-36.5614307
Ilha de Itamaracá,PE,-7.747664,-34.830319
Ilhabela,SP,-23.77806,-45.358059999999995
Ilhota,SC,-26.9026061,-48.825790500000004
Ilhéus,BA,-14.793045000000001,-39.04602
Ilicínea,MG,-20.935833,-45.8325
Ilópolis,RS,-28.92825,-52.125816
Imaculada,PB,-7.388903999999999,-37.507918
Imaruí,SC,-28.333938,-48.817009999999996
Imbaú,PR,-24.44801,-50.753269
Imbituba,SC,-28.228367,-48.66588400000001
Imbituva,PR,-25.228538,-50.598856
Imbuia,SC,-27.49082000000001,-49.421766
Imbé,RS,-29.975269,-50.128068
Imbé de Minas,MG,-19.5967,-41.97
Imigrante,RS,-29.350776,-51.774752
Imperatriz,MA,-5.5295,-47.4777
Inaciolândia,GO,-18.486895899999997,-49.988758000000004
Inajá,PR,0.0,0.0
Inajá,PE,0.0,0.0
Inconfidentes,MG,-22.316945,-46.327778
Indaiabira,MG,-15.4914,-42.1981
Indaial,SC,-26.889990100000002,-49.2393985
Indaiatuba,SP,-23.0903,-47.2181
Independência,RS,-27.835410999999997,-54.18864
Independência,CE,0.0,0.0
Indiana,SP,-22.173779,-51.255466999999996
Indianópolis,PR,0.0,0.0
Indianópolis,MG,0.0,0.0
Indiaporã,SP,-19.978952,-50.290856
Indiara,GO,-17.1387389,-49.9861621
Indiaroba,SE,-11.515746,-37.514979
Indiavaí,MT,-15.492115,-58.580158
Ingazeira,PE,-7.669089,-37.457575
Ingaí,MG,-21.400833,-44.917223
Ingá,PB,0.0,0.0
Inhacorá,RS,-27.875187,-54.014978
Inhambupe,BA,-11.780955,-38.355048
Inhangapi,PA,-1.4348969999999999,-47.911393
Inhapi,AL,-9.225936,-37.750871000000004
Inhapim,MG,-19.548889000000006,-42.120278000000006
Inhaúma,MG,-19.490277,-44.389165999999996
Inhuma,PI,-6.6650009999999975,-41.704127
Inhumas,GO,-16.3610569,-49.500111
Inimutaba,MG,-18.729445000000002,-44.360278
Inocência,MS,-19.727716,-51.928098
Inácio Martins,PR,-25.570395,-51.076925
Inúbia Paulista,SP,-21.769471,-50.963268
Iomerê,SC,-27.0019673,-51.240551399999994
Ipaba,MG,-19.411389,-42.42
Ipameri,GO,-17.721543899999997,-48.158118
Ipanema,MG,-19.800556,-41.713333
Ipanguaçu,RN,0.0,0.0
Ipaporanga,CE,-4.897636,-40.753705
Ipatinga,MG,-19.4768,-42.5448
Ipaumirim,CE,-6.782648,-38.717856
Ipaussu,SP,-23.05753,-49.627911
Ipecaetá,BA,-12.302846,-39.306921
Iperó,SP,-23.351295999999998,-47.692717
Ipeúna,SP,-22.435513,-47.715086
Ipiaçu,MG,-18.6925,-49.9425
Ipiaú,BA,-14.12263,-39.735252
Ipiguá,SP,-20.655734,-49.384161
Ipira,SC,-27.4147336,-51.7709918
Ipiranga,PR,0.0,0.0
Ipiranga de Goiás,GO,-15.1688804,-49.66946160000001
Ipiranga do Norte,MT,0.0,0.0
Ipiranga do Piauí,PI,-6.824215,-41.738085999999996
Ipiranga do Sul,RS,-27.940365999999997,-52.427124
Ipirá,BA,-12.1577789,-39.7389039
Ipixuna,AM,0.0,0.0
Ipixuna do Pará,PA,-2.5592139,-47.496546200000004
Ipojuca,PE,0.0,0.0
Iporanga,SP,-24.5845614,-48.594817600000006
Iporá,GO,-16.4397639,-51.1180491
Iporã,PR,-24.008349,-53.706031
Iporã do Oeste,SC,-26.985396,-53.535483
Ipu,CE,-4.3233084,-40.709475399999995
Ipuaçu,SC,-26.6308214,-52.455576199999996
Ipubi,PE,-7.645047999999999,-40.147571
Ipueira,RN,-6.815280499999999,-37.19846370000001
Ipueiras,CE,0.0,0.0
Ipueiras,TO,0.0,0.0
Ipuiúna,MG,0.0,0.0
Ipumirim,SC,-27.077215000000002,-52.128873
Ipupiara,BA,-11.821881,-42.617913
Ipuã,SP,0.0,0.0
Ipê,RS,-28.8184146,-51.2806194
Iracema,RO,0.0,0.0
Iracema,CE,0.0,0.0
Iracema do Oeste,PR,-24.426154999999998,-53.35279
Iraceminha,SC,-26.821536,-53.276681999999994
Iracemápolis,SP,-22.583234,-47.522963
Irajuba,BA,-13.256331,-40.08482
Iramaia,BA,-13.290185999999999,-40.959471
Iranduba,AM,-3.2747919999999997,-60.189953
Irani,SC,-27.028684000000002,-51.901204
Irapuru,SP,-21.56839,-51.347171
Irapuã,SP,-21.276832000000002,-49.416398
Iraquara,BA,-12.24288,-41.615504
Irará,BA,-12.050449,-38.763139
Irati,SC,-26.6577742,-52.892985100000004
Irati,PR,0.0,0.0
Irauçuba,CE,-3.7476677000000014,-39.7826527
Iraí,RS,-27.1950701,-53.25432760000001
Iraí de Minas,MG,-18.983889,-47.461110999999995
Irecê,BA,-11.303317,-41.853462
Iretama,PR,-24.42529,-52.101161
Irineópolis,SC,-26.242006,-50.795687
Irituia,PA,-1.7708557,-47.4408656
Irupi,ES,-20.3554,-41.6411
Isaías Coelho,PI,-7.735968,-41.673495
Israelândia,GO,-16.3143889,-50.908722
Itaara,RS,-29.601284999999997,-53.772493999999995
Itabaiana,PB,0.0,0.0
Itabaiana,SE,-10.6913,-37.4215
Itabaianinha,SE,-11.269267999999999,-37.787504999999996
Itabela,BA,-16.573188000000002,-39.559318
Itaberaba,BA,-12.5108686,-40.3106221
Itaberaí,GO,-16.0205509,-49.8060341
Itaberá,SP,-23.863827,-49.139987
Itabi,SE,-10.128570800000002,-37.105059000000004
Itabira,MG,-19.6185,-43.2267
Itabirinha,MG,0.0,0.0
Itabirito,MG,-20.252222,-43.806389
Itaboraí,RJ,-22.7554207,-42.89831210000001
Itabuna,BA,-14.7876,-39.2782
Itacajá,TO,-8.392935000000001,-47.772615
Itacambira,MG,-17065.0,-43.308611
Itacarambi,MG,-15.1,-44.092222
Itacaré,BA,-14.278422,-38.995909999999995
Itacoatiara,AM,0.0,0.0
Itacuruba,PE,0.0,0.0
Itacurubi,RS,-28.791281,-55.24466999999999
Itaeté,BA,-12.983121,-40.96774
Itagi,BA,-14.1615,-40.013112
Itagibá,BA,-14.278239000000001,-39.844945
Itagimirim,BA,-16.081919,-39.613316999999995
Itaguajé,PR,-22.618282,-51.967351
Itaguara,MG,-20.391389,-44.488054999999996
Itaguari,GO,-15.9180439,-49.6070841
Itaguaru,GO,-15.756469899999999,-49.635375
Itaguatins,TO,0.0,0.0
Itaguaçu,ES,-19.8015,-40.8565
Itaguaçu da Bahia,BA,-11.014672000000001,-42.39967100000001
Itaguaí,RJ,-22.862959699999998,-43.775321999999996
Itainópolis,PI,-7.4433570000000016,-41.468713
Itaipava do Grajaú,MA,-5.142517,-45.787735999999995
Itaipulândia,PR,-25.136623,-54.300102
Itaipé,MG,-17.401944,-41.670278
Itaitinga,CE,-3.965768,-38.529763
Itaituba,PA,-4.2625,-55.9879
Itaiçaba,CE,-4.671461,-37.832957
Itaiópolis,SC,-26.338975,-49.9092
Itajaí,SC,-26.911311199999997,-48.6708521
Itajobi,SP,-21.312294,-49.062863
Itaju,SP,-21.985691,-48.811549
Itaju do Colônia,BA,-15.136598000000001,-39.728297999999995
Itajubá,MG,0.0,0.0
Itajuípe,BA,-14.678766,-39.369823
Itajá,RN,-19.0673379,-51.5495141
Itajá,GO,-19.0673379,-51.5495141
Italva,RJ,-21.4214056,-41.6907956
Itamaraju,BA,-17.0351619,-39.5302001
Itamarandiba,MG,-17.8575,-42.859722
Itamarati,AM,0.0,0.0
Itamarati de Minas,MG,-21.415833,-42.817778000000004
Itamari,BA,-13.778192,-39.682959000000004
Itambacuri,MG,-18.031111,-41.684722
Itambaracá,PR,-23.018113,-50.409653999999996
Itambé,PE,0.0,0.0
Itambé,PR,0.0,0.0
Itambé,BA,0.0,0.0
Itambé do Mato Dentro,MG,-19.413889,-43.32083400000001
Itamogi,MG,0.0,0.0
Itamonte,MG,-22.282620899999998,-44.8721909
Itanagra,BA,-12.261435,-38.043595
Itanhandu,MG,-22.295555,-44.934444
Itanhangá,MT,-22.9950924,-43.3028586
Itanhaém,SP,-24.18395,-46.793906
Itanhomi,MG,-19.171111,-41.864167
Itanhém,BA,-17.164207,-40.332139
Itaobim,MG,-16.560556,-41.5025
Itaocara,RJ,-21.678599399999996,-42.0824536
Itapaci,GO,-14.952234900000002,-49.5511221
Itapagipe,MG,-19.906163,-49.378137
